mileage_km,vehicle_age_months,power_kw,power_hp,electric_range_km,wltp_consumption_kwh_100km,seller_rating_stars,seller_rating_count,image_count,previous_owner_count,door_count,seat_count,warranty_months,battery_charging_time_min,price_per_kw,price_per_hp,price_per_range_km,mileage_per_month,variant,model_number_v2,seller_type,body_type,exterior_color,paint_type,interior_color,upholstery_material,city,is_conditional_price_clean,available_now_clean,warranty_exists_clean,has_full_service_history_clean,had_accident_clean,is_sportback,is_quattro,is_s_line,has_matrix,has_pano,has_ahk,has_hud,has_acc,has_camera,duplicate_listing_id,seller_has_rating,has_warranty_months,has_battery_info,has_city_range,has_charging_time,price_eur,sold_within_14d,listing_id
7904,14.0,250.0,340.0,514,17.1,4.5,94.0,13,1.0,5.0,5.0,,,175.92,129.35294117647058,85.56420233463035,564.5714285714286,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Grey,Others,Black,Cloth,Neumarkt,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,43980,1.0,256b75f5-8ae2-4d25-aff0-cf82b2c0c4df
78750,41.0,150.0,204.0,509,,5.0,1.0,15,1.0,5.0,5.0,12,,188.93333333333334,138.92156862745097,55.67779960707269,1920.7317073170732,Q4 e-tron Sportback,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Cloth,Forchheim,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,1,1,0,0,0,28340,1.0,3503e1f7-8b71-46ac-a86a-3fb26e43075c
6200,26.0,250.0,340.0,491,17.8,4.5,18.0,10,1.0,5.0,5.0,12,,189.92,139.64705882352942,96.70061099796334,238.46153846153845,Q4 e-tron,55,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Full leather,Roth,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,1,1,0,0,0,47480,1.0,d3c5c81c-32c3-4c65-8abd-f63aeb7a88c6
11036,26.0,250.0,340.0,495,17.8,4.5,94.0,13,1.0,5.0,5.0,,,167.92,123.47058823529412,84.8080808080808,424.46153846153845,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Silver,Metallic,Black,Full leather,Neumarkt,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,41980,1.0,ca6a1918-85b6-43c1-a27a-efe6ea3de37f
17652,26.0,250.0,340.0,493,17.9,4.5,64.0,15,1.0,5.0,5.0,,,183.92,135.23529411764707,93.2657200811359,678.9230769230769,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Blue,Others,Black,Full leather,Ursensollen,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0,0,0,0,45980,1.0,c712c3a4-5b5b-4663-99a2-776e12f43e62
9000,35.0,125.0,170.0,336,17.5,4.5,21.0,15,1.0,5.0,5.0,,1,260.44,191.5,96.88988095238095,257.14285714285717,Q4 e-tron,35,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Lahr,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,1,1,1,32555,1.0,93e9a13b-f0b8-4db8-9b51-38d85e9a7b10
12003,28.0,250.0,340.0,493,17.9,4.5,94.0,13,1.0,5.0,5.0,,,183.92,135.23529411764707,93.2657200811359,428.67857142857144,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Blue,Others,Black,Full leather,Neumarkt,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0,0,0,0,45980,1.0,710e1d83-a71d-4900-9fe2-2eee13f6ca01
74045,53.0,220.0,299.0,420,,4.0,40.0,9,1.0,5.0,5.0,,,149.5,110.0,78.30952380952381,1397.0754716981132,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Part leather,Heidenheim an der Brenz,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,1,0,0,0,0,32890,1.0,95a749c7-5aab-4319-8ee9-eb894d889eb9
45050,33.0,150.0,204.0,412,,5.0,30.0,15,1.0,5.0,5.0,,,190.66666666666666,140.19607843137254,69.41747572815534,1365.1515151515152,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Silver,Metallic,Black,Cloth,Abensberg,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,28600,1.0,6c6ea5ee-a244-4fc6-939d-8efa518632c0
11126,28.0,210.0,286.0,505,17.6,4.5,94.0,13,1.0,5.0,5.0,,,195.14285714285714,143.28671328671328,81.14851485148515,397.35714285714283,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Silver,Metallic,Black,Cloth,Neumarkt,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,40980,1.0,bd4afe15-480c-4565-8b9e-a35d174b9f40
3810,8.0,250.0,340.0,489,18.0,4.0,3.0,11,1.0,5.0,5.0,53,,227.56,167.3235294117647,116.33946830265849,476.25,Q4 e-tron,55,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Full leather,Schweinfurt,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,1,1,0,0,0,56890,1.0,589bd09f-64f0-4782-92fd-c35cb968708c
22542,16.0,210.0,286.0,501,17.6,4.5,94.0,13,1.0,5.0,5.0,,,223.71428571428572,164.26573426573427,93.77245508982035,1408.875,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Violet,Metallic,Black,Cloth,Neumarkt,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0,0,0,0,46980,1.0,35a2c0bd-dd7f-4f38-8683-da51117ace5c
6670,10.0,210.0,286.0,456,,5.0,4.0,11,1.0,5.0,5.0,51,,216.66666666666666,159.0909090909091,99.78070175438596,667.0,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Marburg,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,45500,1.0,dbe85ea9-2045-4493-b8ae-8919be954e61
7471,15.0,125.0,170.0,325,,4.0,13.0,26,1.0,5.0,5.0,60,,323.944,238.19411764705882,124.59384615384616,498.06666666666666,Q4 e-tron Sportback,35,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Osterode,False,True,True,True,,True,False,False,True,False,False,False,True,False,False,1,1,1,0,0,40493,1.0,7c44a4bf-f347-4827-bb68-8f9335d4044e
64600,41.0,150.0,204.0,510,,4.5,18.0,19,1.0,5.0,5.0,12,,176.6,129.85294117647058,51.94117647058823,1575.6097560975609,Q4 e-tron Sportback,40,Dealer,Coupe,Grey,Others,Black,Cloth,Roth,False,True,True,True,,True,False,False,False,False,False,False,True,True,False,1,1,0,0,0,26490,1.0,1c57d689-5109-430c-905e-69b9f4788d13
33675,38.0,125.0,170.0,313,,4.0,10.0,15,1.0,4.0,5.0,,,243.44,179.0,97.22044728434504,886.1842105263158,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Ettlingen,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,30430,1.0,67c3a095-3d5b-43dd-a772-6fd6187c7485
44535,30.0,150.0,204.0,479,,4.5,32.0,13,1.0,5.0,5.0,12,,213.06666666666666,156.66666666666666,66.7223382045929,1484.5,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Violet,Metallic,Beige,Part leather,München,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,1,1,0,0,0,31960,1.0,ed73eb29-d54d-427e-b7da-7d7f9d4648ab
5549,10.0,210.0,286.0,515,,3.5,11.0,11,1.0,5.0,5.0,50,,252.23809523809524,185.2097902097902,102.85436893203884,554.9,Q4 e-tron Sportback,45,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Part leather,Haßfurt,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,1,1,0,0,0,52970,1.0,293d3d70-6c78-4f7c-a006-784358913fc4
29055,26.0,250.0,340.0,501,17.6,4.5,94.0,13,1.0,5.0,5.0,,,179.92,132.2941176470588,89.78043912175649,1117.5,Q4 e-tron Sportback,,Dealer,SUV/Off-Road/Pick-Up,Grey,Others,Black,Cloth,Neumarkt,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,44980,1.0,22134651-1b66-48ce-9680-63620ec42d01
63449,32.0,220.0,299.0,420,,3.5,1.0,13,1.0,5.0,5.0,,,181.77272727272728,133.7458193979933,95.21428571428571,1982.78125,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Grey,Part leather,Menden,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,39990,1.0,27f9451e-0f8d-468d-bf63-a7219b7623aa
28990,33.0,150.0,204.0,511,,4.5,37.0,21,1.0,5.0,5.0,12,,205.86666666666667,151.37254901960785,60.43052837573386,878.4848484848485,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Nürnberg,False,True,True,False,,False,False,False,False,True,False,False,False,True,False,1,1,0,0,0,30880,1.0,31591a95-78fb-40cd-9272-ad33594e05fd
47100,29.0,220.0,299.0,482,18.2,4.5,224.0,8,1.0,4.0,4.0,12,36,163.40454545454546,120.23076923076923,74.58298755186722,1624.1379310344828,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Part leather,Detmold,False,True,True,True,,False,True,True,True,True,False,False,False,False,False,1,1,0,0,1,35949,1.0,4f55bec7-09fd-48e5-b2ce-82b27ebe17b4
42068,38.0,150.0,204.0,479,,5.0,12.0,15,1.0,5.0,5.0,,,230.76666666666668,169.6813725490196,72.2651356993737,1107.0526315789473,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Hünfeld,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,1,0,0,0,0,34615,1.0,95a493f0-0d07-4546-a32c-ee8d7e69a628
42292,46.0,220.0,299.0,469,16.3,4.5,94.0,14,2.0,5.0,5.0,,,172.63636363636363,127.02341137123746,80.98081023454158,919.3913043478261,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Neumarkt,False,True,False,True,False,False,True,True,True,True,True,False,False,False,False,1,0,0,0,0,37980,1.0,3fdf65f7-bb82-403a-84ad-9d035d0ae43d
28111,30.0,220.0,299.0,472,18.6,4.5,67.0,21,1.0,5.0,5.0,12,,172.63636363636363,127.02341137123746,80.46610169491525,937.0333333333333,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Part leather,Fürth,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,1,1,0,0,0,37980,1.0,ab9c1e23-fad1-483b-acb0-2e28254dd9c4
58645,38.0,220.0,299.0,412,,4.0,118.0,15,1.0,5.0,5.0,,,167.6818181818182,123.37792642140468,89.53883495145631,1543.2894736842106,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Part leather,Hofheim,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,1,0,0,0,0,36890,1.0,0f95a012-ac32-40ca-9d70-64a6ba895a80
7144,9.0,210.0,286.0,475,,5.0,284.0,12,1.0,5.0,5.0,,,206.47619047619048,151.6083916083916,91.28421052631579,793.7777777777778,Q4 e-tron Sportback,45,Dealer,SUV/Off-Road/Pick-Up,Violet,Metallic,Black,Cloth,Mülheim an der Ruhr,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,43360,1.0,1d20d930-139b-4abb-9d59-d1c8a3c38181
69072,41.0,220.0,299.0,484,18.1,4.5,147.0,15,1.0,5.0,5.0,,,153.4090909090909,112.876254180602,69.73140495867769,1684.6829268292684,Q4 e-tron Sportback,50,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Part leather,Ingolstadt,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,1,0,0,0,0,33750,1.0,54a24bed-c09d-4782-93f9-2542a9c768a4
20665,16.0,210.0,286.0,547,,,,15,1.0,4.0,,,,213.71428571428572,156.92307692307693,82.04753199268738,1291.5625,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Full leather,Wiesbaden,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,44880,1.0,457d08a3-3f35-4e38-9cdb-10909bcc8836
85000,39.0,195.0,265.0,412,,4.0,45.0,7,1.0,4.0,,,,133.28205128205127,98.0754716981132,63.08252427184466,2179.4871794871797,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Sulzbach - Rosenberg,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,1,0,0,0,0,25990,1.0,dbb85e8f-4b23-4cea-acb4-552081143080
75994,41.0,150.0,204.0,,17.3,5.0,1.0,14,,,,,,193.0,141.91176470588235,,1853.5121951219512,Q4 e-tron Sportback,40,Dealer,,,,,,Damme,False,True,,,,True,False,False,False,False,False,True,False,False,False,1,0,0,0,0,28950,1.0,afe0c974-f3a7-4dd9-9e61-f5f07042650e
96215,38.0,150.0,204.0,530,16.6,4.5,68.0,5,1.0,5.0,5.0,12,,186.33333333333334,137.00980392156862,52.735849056603776,2531.9736842105262,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Full leather,Mönchengladbach,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,1,1,0,0,0,27950,1.0,98f13f26-fcfb-4de5-bf04-183a83e8328d
38524,42.0,150.0,204.0,,,5.0,340.0,20,1.0,5.0,5.0,,,199.06666666666666,146.37254901960785,,917.2380952380952,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Cloth,Marktredwitz,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,29860,1.0,3c47d6cc-43bf-4d36-a2eb-fd986481005e
56231,37.0,150.0,204.0,412,,,,8,1.0,5.0,5.0,,,216.66666666666666,159.31372549019608,78.88349514563107,1519.7567567567567,Q4 e-tron,40,PrivateSeller,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Cloth,Alpsray (Rheinberg),False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,32500,1.0,46c3087f-c966-4acd-b425-2da819c0d20c
56008,26.0,210.0,286.0,449,,4.5,9.0,15,1.0,5.0,5.0,,,176.14285714285714,129.33566433566435,82.38307349665924,2154.153846153846,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Pegnitz,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,1,0,0,0,0,36990,1.0,74b7ea56-bc8f-41bd-9624-d882b0dbfb0d
121612,43.0,220.0,299.0,511,20.2,4.5,163.0,15,1.0,5.0,5.0,,,118.17272727272727,86.94983277591973,50.87671232876713,2828.186046511628,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Part leather,Ergolding,False,True,False,True,,False,True,False,False,False,False,False,True,True,True,1,0,1,0,0,25998,1.0,b3febb11-c737-4755-a0bb-fe3b9e417c0a
7000,10.0,250.0,340.0,412,,4.5,16.0,15,1.0,5.0,5.0,,,199.92,147.0,121.31067961165049,700.0,Q4 e-tron,55,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Kitzingen,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,49980,1.0,3afcd489-14a4-4358-907a-8a855faee44c
54900,41.0,150.0,204.0,516,,4.5,37.0,15,1.0,5.0,5.0,12,,192.2,141.3235294117647,55.872093023255815,1339.0243902439024,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Others,Black,Cloth,Nürnberg,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1,0,0,0,28830,1.0,31fb7101-5407-47d1-89dc-f216a55ba27c
15100,28.0,250.0,340.0,492,17.8,4.5,18.0,11,1.0,5.0,5.0,12,,183.12,134.64705882352942,93.04878048780488,539.2857142857143,Q4 e-tron,55,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Full leather,Roth,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,1,1,0,0,0,45780,1.0,74066cd9-7732-4064-a86d-29c8be1d88f0
12100,28.0,250.0,340.0,491,17.8,4.5,18.0,11,1.0,5.0,5.0,12,,183.12,134.64705882352942,93.23828920570264,432.14285714285717,Q4 e-tron,55,Dealer,SUV/Off-Road/Pick-Up,Grey,Others,Black,Full leather,Roth,False,True,True,True,,False,False,True,True,False,True,False,False,False,False,1,1,0,0,0,45780,1.0,e14814cd-6305-4dad-a609-d0e5dfbd9f63
8308,9.0,210.0,286.0,412,,5.0,536.0,15,1.0,5.0,5.0,51,,206.8095238095238,151.85314685314685,105.4126213592233,923.1111111111111,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Cloth,Ludwigsburg,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0,0,0,43430,1.0,64796b93-a48d-4788-861d-08cfb5805613
75849,51.0,150.0,204.0,520,20.0,4.5,163.0,15,1.0,5.0,5.0,,,191.65333333333334,140.92156862745097,55.284615384615385,1487.235294117647,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Cloth,Ergolding,False,True,False,True,,False,False,False,False,False,False,False,True,True,True,1,0,1,0,0,28748,1.0,cc616cef-bdc7-4a04-99db-53c03be08646
42068,38.0,150.0,204.0,479,,5.0,298.0,15,1.0,5.0,5.0,,,230.76666666666668,169.6813725490196,72.2651356993737,1107.0526315789473,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Hünfeld,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,1,0,0,0,0,34615,1.0,b163b494-5c04-4310-bb13-2dacd75b1f75
36236,52.0,125.0,170.0,357,,5.0,479.0,15,1.0,5.0,5.0,,,183.92,135.23529411764707,64.39775910364146,696.8461538461538,Q4 e-tron,35,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Fellbach,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,22990,1.0,0264aebb-2081-4329-b714-a9eac62f4956
89000,38.0,195.0,265.0,412,,5.0,275.0,15,1.0,5.0,5.0,,,173.64102564102564,127.77358490566037,82.18446601941747,2342.1052631578946,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Cloth,Kornwestheim,False,True,True,True,False,False,True,False,False,True,True,False,True,False,False,1,0,0,0,0,33860,1.0,422100ac-3482-4d36-892a-013402a280b6
5129,10.0,210.0,286.0,516,15.5,4.5,10.0,29,1.0,5.0,5.0,,,214.1904761904762,157.27272727272728,87.17054263565892,512.9,Q4 e-tron Sportback,45,Dealer,SUV/Off-Road/Pick-Up,Black,Others,Black,Cloth,Koblenz,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,1,0,0,0,0,44980,1.0,57bc7340-bb0b-4202-8ae1-bbc3a7feb356
54900,41.0,150.0,204.0,516,,4.0,9.0,15,1.0,5.0,5.0,12,,192.2,141.3235294117647,55.872093023255815,1339.0243902439024,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Others,Black,Cloth,Höchstadt,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1,0,0,0,28830,1.0,a6f59c8b-5023-4a4f-8f4e-2237c4fa7414
32467,41.0,125.0,170.0,337,,3.5,11.0,15,1.0,5.0,5.0,,,207.04,152.23529411764707,76.79525222551929,791.8780487804878,Q4 e-tron,35,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Haßfurt,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,1,0,0,0,0,25880,1.0,7aed189d-365b-4f7a-9fa8-288ee90c26e8
95292,40.0,150.0,204.0,446,,5.0,576.0,15,1.0,5.0,5.0,,,182.86666666666667,134.4607843137255,61.502242152466366,2382.3,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Cloth,Göppingen,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,27430,1.0,a9b35a7d-8748-4fb7-9248-c7f6cf3c3694
56000,40.0,150.0,204.0,461,,5.0,226.0,11,1.0,5.0,5.0,,30,189.8,139.55882352941177,61.75704989154013,1400.0,Q4 e-tron Sportback,,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Helmstedt,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,1,28470,1.0,510abc7c-4a3e-4782-add9-6aee80f05a2e
66737,44.0,125.0,170.0,310,,5.0,50.0,19,1.0,5.0,5.0,,,179.92,132.2941176470588,72.54838709677419,1516.75,Q4 e-tron Sportback,35,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Schwäbisch Hall,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,22490,1.0,012770ac-bd75-4c78-918c-ff9a468eb480
15309,37.0,220.0,299.0,412,,4.0,17.0,9,1.0,5.0,5.0,,,190.79545454545453,140.3846153846154,101.88106796116504,413.7567567567568,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Full leather,Berlin,False,True,True,True,False,False,False,True,True,False,False,True,True,True,False,1,0,0,0,0,41975,1.0,1c99f6ca-e546-4413-9b5a-adb2f0a804b2
5700,9.0,210.0,286.0,561,,4.5,86.0,11,1.0,4.0,5.0,,,222.85238095238094,163.63286713286712,83.42067736185383,633.3333333333334,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Hanau,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,1,0,0,0,0,46799,1.0,2470297a-7240-405c-8aab-9c67f46b487e
30583,42.0,150.0,204.0,519,16.9,4.0,13.0,20,2.0,5.0,5.0,12,,209.92666666666668,154.3578431372549,60.67244701348748,728.1666666666666,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Grey,Cloth,Osterode,False,True,True,True,,False,False,False,True,False,False,False,True,True,True,1,1,0,0,0,31489,1.0,5cad7a38-70ce-4532-b2cf-24c7f17b1c2c
61850,38.0,220.0,299.0,472,18.6,4.5,35.0,15,1.0,5.0,5.0,12,,181.27272727272728,133.37792642140468,84.49152542372882,1627.6315789473683,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Full leather,Erlangen,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,1,1,0,0,0,39880,1.0,6856196c-20ab-4cdd-8203-e8e12b60d77c
69500,44.0,195.0,265.0,474,,4.5,37.0,15,1.0,5.0,5.0,12,,164.0,120.67924528301887,67.46835443037975,1579.5454545454545,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Full leather,Nürnberg,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,1,1,0,0,0,31980,1.0,c43a8cd0-fa4a-4749-b5b0-ca758c7dd702
28990,41.0,220.0,299.0,385,,4.5,3.0,15,1.0,5.0,5.0,,,177.26818181818183,130.4314381270903,101.2961038961039,707.0731707317074,Q4 e-tron Sportback,50,Dealer,SUV/Off-Road/Pick-Up,Violet,Metallic,Black,Part leather,Mannheim,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,1,0,0,0,0,38999,1.0,6267007d-84b3-405c-abf2-301582ba6ad5
51197,42.0,220.0,299.0,420,,4.0,32.0,15,1.0,5.0,,,,131.5909090909091,96.82274247491638,68.92857142857143,1218.9761904761904,Q4 e-tron Sportback,50,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Chemnitz,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,1,0,0,0,0,28950,1.0,73138668-8ca7-48ab-b724-8e1a12ba6862
49853,53.0,125.0,170.0,306,,4.0,22.0,15,1.0,5.0,5.0,,,196.64,144.58823529411765,80.32679738562092,940.622641509434,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Part leather,Düren,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,24580,1.0,b0202742-1e57-4002-a7cd-7d31d4088548
4733,9.0,150.0,204.0,406,16.8,4.5,64.0,15,1.0,5.0,5.0,,,286.26666666666665,210.49019607843138,105.76354679802955,525.8888888888889,Q4 e-tron Sportback,,Dealer,SUV/Off-Road/Pick-Up,Silver,Metallic,Black,Cloth,Ursensollen,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1,0,0,0,0,42940,1.0,3f45eeec-e6d9-4e4b-a3b6-9654e9ffa1d3
49853,53.0,125.0,170.0,306,,4.0,22.0,15,1.0,5.0,5.0,,,196.64,144.58823529411765,80.32679738562092,940.622641509434,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Part leather,Düren,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,24580,1.0,eb436560-c71a-4b2e-8334-0e7380806850
7797,9.0,210.0,286.0,551,16.4,4.5,47.0,14,1.0,5.0,5.0,,,203.28571428571428,149.26573426573427,77.47731397459165,866.3333333333334,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Cloth,Mülheim a. d. Ruhr,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,42690,1.0,7a9b03eb-ec1c-4d9b-932e-136d41379db8
50900,45.0,125.0,170.0,497,,3.5,11.0,24,1.0,4.0,5.0,,,195.04,143.41176470588235,49.054325955734406,1131.111111111111,Q4 e-tron Sportback,35,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Cloth,Haßfurt,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,24380,1.0,b8ec9036-403f-4b6b-bdd6-d6010ddaf37c
9121,9.0,210.0,286.0,475,,5.0,242.0,15,1.0,5.0,5.0,,,204.33333333333334,150.03496503496504,90.33684210526316,1013.4444444444445,Q4 e-tron Sportback,45,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Duisburg,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1,0,0,0,0,42910,1.0,1f7de63b-a12e-4b0d-9d25-48bd4d341fbd
12450,26.0,250.0,340.0,486,18.1,4.5,18.0,12,1.0,5.0,5.0,12,,195.56,143.7941176470588,100.59670781893004,478.84615384615387,Q4 e-tron,55,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Full leather,Roth,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,1,1,0,0,0,48890,1.0,ac88ad10-9e9d-409a-acd2-87cd28c47ce5
51030,37.0,220.0,299.0,481,18.3,4.5,54.0,15,1.0,5.0,5.0,12,1,181.0909090909091,133.24414715719064,82.82744282744282,1379.1891891891892,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Full leather,Lünen,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,1,1,1,1,1,39840,1.0,24da7699-8322-4199-907b-6d6f54444062
59170,38.0,220.0,299.0,474,,4.5,104.0,6,1.0,5.0,5.0,,,159.04090909090908,117.0200668896321,73.81645569620254,1557.1052631578948,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Bonn,False,True,True,True,False,False,True,False,True,False,True,False,False,False,False,1,0,0,0,0,34989,1.0,e356a732-0b15-4d48-b1e8-580a378f84af
