mileage_km,vehicle_age_months,power_kw,power_hp,electric_range_km,wltp_consumption_kwh_100km,seller_rating_stars,seller_rating_count,image_count,previous_owner_count,door_count,seat_count,warranty_months,battery_charging_time_min,price_per_kw,price_per_hp,price_per_range_km,mileage_per_month,variant,model_number_v2,seller_type,body_type,exterior_color,paint_type,interior_color,upholstery_material,city,is_conditional_price_clean,available_now_clean,warranty_exists_clean,has_full_service_history_clean,had_accident_clean,is_sportback,is_quattro,is_s_line,has_matrix,has_pano,has_ahk,has_hud,has_acc,has_camera,duplicate_listing_id,seller_has_rating,has_warranty_months,has_battery_info,has_city_range,has_charging_time,price_eur,sold_within_14d,listing_id
25393,37.0,195.0,265.0,412,,4.0,16.0,15,1.0,4.0,5.0,,,176.6153846153846,129.96226415094338,83.59223300970874,686.2972972972973,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Cloth,Hamburg,False,True,True,True,False,False,False,False,True,True,True,False,True,False,True,1,0,0,0,0,34440,1.0,66b15cbd-8fab-478d-a619-830e20a82a39
27571,37.0,125.0,170.0,308,,4.5,119.0,15,1.0,5.0,5.0,,,212.32,156.11764705882354,86.16883116883118,745.1621621621622,Q4 e-tron,35,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Stuttgart-Vaihingen,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,26540,1.0,2f57a056-beed-43ff-8200-a4d3e73c4ef8
54151,48.0,150.0,204.0,479,,4.5,33.0,15,2.0,5.0,5.0,,,225.53333333333333,165.83333333333334,70.62630480167014,1128.1458333333333,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,,Geilenkirchen,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,33830,0.0,ee08996a-c13e-4388-b512-3612fdedc1d1
44800,39.0,220.0,299.0,420,,4.5,69.0,22,1.0,5.0,5.0,,,181.36363636363637,133.44481605351172,95.0,1148.7179487179487,Q4 e-tron Sportback,50,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Part leather,Berlin,False,True,True,True,False,True,False,False,True,False,False,True,False,True,False,1,0,0,0,0,39900,1.0,d768cf81-5fab-4e8b-b821-b3fa67dd2db8
26147,38.0,220.0,299.0,511,20.2,3.0,7.0,15,1.0,5.0,,,,172.1818181818182,126.68896321070234,74.12915851272015,688.078947368421,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Köln,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,1,0,0,0,0,37880,1.0,bc5be591-06b9-45dc-a0df-43a4ee05dfe1
49088,40.0,150.0,204.0,412,,4.0,199.0,9,1.0,5.0,5.0,,,196.33333333333334,144.36274509803923,71.48058252427184,1227.2,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Frankfurt am Main,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,29450,0.0,a8d8871d-e500-4340-be0a-e7e73072dd8f
70600,42.0,150.0,204.0,,,5.0,93.0,13,1.0,5.0,5.0,,,211.2,155.2941176470588,,1680.952380952381,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Part leather,Michelstadt,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,1,0,0,0,0,31680,0.0,368b1c61-55dd-45ec-a164-035efa742f70
86197,53.0,125.0,170.0,349,18.7,3.0,7.0,15,1.0,4.0,5.0,,,211.84,155.76470588235293,75.87392550143267,1626.3584905660377,Q4 e-tron Sportback,35,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Full leather,Köln,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,1,0,0,0,0,26480,0.0,96f00577-009d-4b89-bd23-a3d6bfcdc6d1
42900,38.0,150.0,204.0,518,17.0,4.5,45.0,15,1.0,5.0,5.0,,35,192.26666666666668,141.37254901960785,55.67567567567568,1128.9473684210527,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Mühlacker,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,1,28840,1.0,4d24a0ce-cb7b-442f-8fb1-209e16c40df6
60753,33.0,220.0,299.0,420,,4.5,119.0,15,1.0,5.0,,,,172.04545454545453,126.5886287625418,90.11904761904762,1841.0,Q4 e-tron Sportback,50,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Full leather,Stuttgart-Vaihingen,False,True,True,True,False,True,True,True,False,False,True,False,False,False,False,1,0,0,0,0,37850,0.0,de926490-c2c0-4021-8f38-5d44c616d37f
28728,36.0,150.0,204.0,447,,5.0,31.0,10,1.0,5.0,5.0,,,199.83333333333334,146.93627450980392,67.05816554809843,798.0,Q4 e-tron Sportback,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Cloth,Alsfeld,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,1,0,0,0,0,29975,1.0,6126178b-35dc-4494-87fb-b4aef9964d31
25700,38.0,150.0,204.0,507,17.4,4.5,64.0,15,1.0,5.0,5.0,,1,237.03333333333333,174.2892156862745,70.12820512820512,676.3157894736842,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Other,Offenburg,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0,1,1,1,35555,0.0,69da4301-8efa-4717-a87e-266e1305ae75
56500,55.0,150.0,204.0,466,,3.5,15.0,15,2.0,4.0,5.0,,,176.53333333333333,129.80392156862746,56.82403433476395,1027.2727272727273,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Full leather,Öhringen,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,1,0,0,0,0,26480,1.0,da4215aa-6d2a-44b7-b95c-b0964060eb18
73609,41.0,220.0,299.0,420,,4.0,10.0,15,1.0,4.0,5.0,,,167.4090909090909,123.17725752508362,87.69047619047619,1795.341463414634,Q4 e-tron Sportback,50,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Ettlingen,False,True,True,True,False,True,True,False,False,True,False,False,False,False,True,1,0,0,0,0,36830,1.0,33b8d4f3-c92f-4933-b2c3-4bcdb1bf321f
8900,8.0,210.0,286.0,527,16.8,4.5,69.0,15,1.0,5.0,5.0,,,209.04761904761904,153.4965034965035,83.30170777988614,1112.5,Q4 e-tron Sportback,45,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Berlin,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,43900,1.0,3be8ccee-88d3-4962-a36e-63a552b2adee
23100,37.0,150.0,204.0,517,17.0,4.5,43.0,10,1.0,5.0,5.0,12,,239.26666666666668,175.9313725490196,69.41972920696325,624.3243243243244,Q4 e-tron Sportback,40,Dealer,Coupe,Black,Metallic,Black,Part leather,Schwabach,False,True,True,True,False,True,False,True,False,False,False,False,True,True,False,1,1,0,0,0,35890,1.0,7e466f95-7480-4526-910b-fb7ced48e53c
46690,38.0,150.0,204.0,519,16.9,4.0,14.0,15,1.0,5.0,5.0,,,199.66666666666666,146.81372549019608,57.70712909441233,1228.6842105263158,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Cloth,Düsseldorf,False,True,True,True,,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,29950,0.0,c5e38335-97a8-49b4-9162-7c10004e01e8
55037,41.0,150.0,204.0,412,,4.0,199.0,14,1.0,4.0,5.0,,,192.33333333333334,141.42156862745097,70.02427184466019,1342.3658536585365,Q4 e-tron Sportback,40,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Frankfurt am Main,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,28850,1.0,f9e04e09-9c2a-4fa0-9bd8-64d303b73cfb
37900,37.0,150.0,204.0,466,,,,13,1.0,5.0,5.0,,,259.93333333333334,191.12745098039215,83.6695278969957,1024.3243243243244,Q4 e-tron Sportback,40,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Part leather,Homburg,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,0,0,0,0,0,38990,1.0,f19f7495-cd49-4287-998e-95cd2a441367
27656,38.0,150.0,204.0,412,,4.5,8.0,15,1.0,5.0,5.0,,,226.4,166.47058823529412,82.42718446601941,727.7894736842105,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Part leather,Senden,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,33960,0.0,83361119-f664-422a-b52c-23a1cc3f3da8
55700,33.0,150.0,204.0,466,,,,15,1.0,5.0,5.0,,,233.26666666666668,171.51960784313727,75.08583690987125,1687.878787878788,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Full leather,Homburg,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,0,0,0,0,0,34990,0.0,718ad96e-ee2a-4e63-bd95-7ce6b2c271b3
41000,44.0,150.0,204.0,395,,4.5,61.0,15,1.0,5.0,5.0,,,223.2,164.11764705882354,84.75949367088607,931.8181818181819,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Part leather,Würzburg,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,33480,0.0,7db64c4d-34e8-4f7c-8d26-cc6359953034
22836,43.0,125.0,170.0,306,,4.5,32.0,15,1.0,5.0,5.0,,,231.84,170.47058823529412,94.70588235294117,531.0697674418604,Q4 e-tron,35,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Wesel,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,28980,1.0,8b86ab14-0b3c-4dfd-9d2a-a48ed16ababf
7985,11.0,150.0,204.0,404,16.8,4.5,39.0,15,1.0,4.0,5.0,,,291.2133333333333,214.12745098039215,108.12376237623762,725.9090909090909,Q4 e-tron Sportback,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Others,Black,Part leather,Vilshofen,False,True,True,True,,True,False,False,True,False,True,False,False,False,False,1,0,0,0,0,43682,0.0,abfd46ef-0a95-4847-8444-172e439b32b4
14942,12.0,210.0,286.0,539,,4.5,32.0,15,1.0,5.0,5.0,,,242.76190476190476,178.25174825174824,94.58256029684601,1245.1666666666667,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Full leather,Wesel,False,True,True,True,False,False,False,True,True,False,True,False,True,False,False,1,0,0,0,0,50980,0.0,6134c2b1-a0bf-4700-ab83-7631f6d2c702
41400,40.0,150.0,204.0,412,,4.5,24.0,15,1.0,5.0,5.0,12,,209.6,154.11764705882354,76.31067961165049,1035.0,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Part leather,Nürnberg,False,True,True,True,,False,False,False,False,False,False,True,True,False,False,1,1,0,0,0,31440,0.0,dc7ea366-7da4-4dc2-9140-0fcad0c22ed6
38367,29.0,150.0,204.0,520,16.8,5.0,2.0,15,1.0,5.0,5.0,12,,219.2,161.1764705882353,63.23076923076923,1323.0,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Emsdetten,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,1,1,0,0,0,32880,1.0,b6f7abd7-792c-487d-9dbe-f7e379d810ac
11977,38.0,150.0,204.0,528,19.6,3.0,7.0,18,1.0,5.0,5.0,,,259.8666666666667,191.07843137254903,73.82575757575758,315.1842105263158,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Others,Black,Cloth,Köln,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,38980,0.0,c53143e4-1367-4c10-8d17-3979f4ce3af8
88300,40.0,220.0,299.0,441,,5.0,33.0,15,1.0,4.0,5.0,,,152.27272727272728,112.04013377926421,75.96371882086167,2207.5,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Full leather,Griesheim,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,1,0,0,0,0,33500,1.0,493230b6-7122-4bf9-a074-dfc9fe5ce7d6
50515,41.0,150.0,204.0,501,17.6,3.5,2.0,15,1.0,5.0,5.0,12,,216.53333333333333,159.2156862745098,64.83033932135729,1232.0731707317073,Q4 e-tron Sportback,40,Dealer,Coupe,Black,Metallic,Black,Cloth,Münster,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,1,1,0,0,0,32480,0.0,46cfeb00-e1a9-47b7-98de-cadf48b21b8b
6469,9.0,150.0,204.0,422,18.0,3.0,7.0,15,1.0,5.0,5.0,,,291.93333333333334,214.65686274509804,103.76777251184834,718.7777777777778,Q4 e-tron Sportback,40,Dealer,SUV/Off-Road/Pick-Up,Silver,Metallic,Black,Cloth,Köln,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,1,0,0,0,0,43790,0.0,ddc296e4-952f-4750-9833-830bbf4c9bf1
47968,38.0,220.0,299.0,420,,4.0,187.0,19,1.0,5.0,5.0,12,,181.5909090909091,133.61204013377926,95.11904761904762,1262.3157894736842,Q4 e-tron Sportback,50,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Beige,Other,Düsseldorf,False,True,True,True,,True,True,False,False,False,False,False,False,False,False,1,1,0,0,0,39950,1.0,c8a294b1-3619-44de-b647-a4080d5a4a16
29445,37.0,150.0,204.0,466,,5.0,10.0,9,1.0,5.0,5.0,,,199.28,146.52941176470588,64.14592274678111,795.8108108108108,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Weinheim,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,29892,0.0,970e889e-ff7d-4540-ae62-66c194900601
7913,10.0,210.0,286.0,515,,5.0,7.0,11,1.0,5.0,5.0,50,,245.14285714285714,180.0,99.96116504854369,791.3,Q4 e-tron Sportback,45,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Part leather,Coburg,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,1,1,0,0,0,51480,0.0,593b471c-bf7e-4bdc-af92-807d0933acfb
20,37.0,220.0,299.0,491,17.6,5.0,180.0,13,1.0,5.0,5.0,,,204.95454545454547,150.80267558528428,91.83299389002036,0.5405405405405406,Q4 e-tron Sportback,50,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Part leather,Achern,False,,True,True,False,True,True,False,False,True,False,False,False,False,False,1,0,0,0,0,45090,0.0,2fe0a135-d8fa-4a6f-b51c-2bb01a87b4fc
7769,9.0,150.0,204.0,379,,4.0,35.0,13,1.0,5.0,5.0,,,253.06666666666666,186.07843137254903,100.15831134564644,863.2222222222222,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Cloth,Freiburg,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,37960,0.0,7db53731-cf8e-4771-acef-2142f2c4e2df
54151,48.0,150.0,204.0,479,,4.5,33.0,15,2.0,5.0,5.0,,,225.53333333333333,165.83333333333334,70.62630480167014,1128.1458333333333,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,,Geilenkirchen,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,33830,0.0,b60caef6-d5bc-4699-b0c0-95b702430850
15780,37.0,125.0,170.0,412,,4.5,54.0,4,1.0,5.0,5.0,,,215.68,158.58823529411765,65.4368932038835,426.4864864864865,Q4 e-tron,35,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Wetzlar,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,26960,1.0,00be07ba-5e48-4380-8234-879fe6fcd533
36890,48.0,150.0,204.0,498,18.1,5.0,7.0,15,1.0,5.0,5.0,,,190.93333333333334,140.3921568627451,57.51004016064257,768.5416666666666,Q4 e-tron Sportback,40,Dealer,SUV/Off-Road/Pick-Up,Grey,Others,Black,Cloth,Helbra,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,1,0,0,0,0,28640,0.0,93b693ee-3bc8-4054-a3a1-ed071f9e937e
18500,20.0,250.0,340.0,412,,4.5,16.0,14,1.0,5.0,5.0,,,195.52,143.76470588235293,118.64077669902913,925.0,Q4 e-tron,55,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Full leather,Kitzingen,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,1,0,0,0,0,48880,0.0,ce4f52a6-7c08-4a05-88ad-c53a0dccf00d
5000,8.0,210.0,286.0,412,16.5,4.5,16.0,14,1.0,5.0,5.0,,,211.8095238095238,155.52447552447552,107.96116504854369,625.0,Q4 e-tron Sportback,45,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Cloth,Kitzingen,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,44480,1.0,84d6e8fa-76bc-4197-855d-977422e5ec85
120850,57.0,150.0,204.0,,,5.0,1.0,8,,,,,,170.6,125.44117647058823,,2120.1754385964914,,40,Dealer,,,,,,Insingen,False,True,,,,False,False,True,True,True,False,True,True,False,False,1,0,0,0,0,25590,1.0,068d6f1a-99f1-416e-9b70-c05551ba5cb9
7600,9.0,210.0,286.0,538,16.4,4.5,78.0,10,1.0,5.0,5.0,12,,280.3809523809524,205.87412587412587,109.44237918215613,844.4444444444445,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Full leather,Kiel,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,1,1,0,0,0,58880,1.0,aab90404-d59b-4225-9a10-e16acfb0b4b2
29100,29.0,150.0,204.0,412,,4.5,50.0,20,2.0,5.0,5.0,,,239.93333333333334,176.42156862745097,87.35436893203884,1003.448275862069,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Violet,Metallic,Black,Cloth,Niebüll,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,35990,0.0,f09d9da2-cea1-48d0-a374-ffba95b02b11
37632,40.0,220.0,299.0,441,,,,19,1.0,5.0,5.0,,,159.04545454545453,117.02341137123746,79.3424036281179,940.8,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,,Part leather,Düsseldorf,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,0,0,1,0,0,34990,1.0,6c8c679c-f554-49c0-abca-81c3641f1639
4511,9.0,210.0,286.0,412,,4.0,50.0,12,1.0,5.0,5.0,,,256.0904761904762,188.03846153846155,130.53155339805826,501.22222222222223,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Violet,Metallic,Black,Full leather,Bad Nauheim,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,1,0,0,0,0,53779,0.0,b9c225ee-1d5c-4448-8c41-b24ab2df5f22
3580,9.0,210.0,286.0,412,,4.0,118.0,12,1.0,5.0,5.0,51,,199.95238095238096,146.8181818181818,101.91747572815534,397.77777777777777,Q4 e-tron Sportback,45,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Cloth,Hofheim,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,1,1,0,0,0,41990,1.0,48bba8a9-f426-486d-a376-4b59031af2cf
49591,39.0,195.0,265.0,412,,5.0,59.0,15,1.0,5.0,5.0,,,199.3846153846154,146.71698113207546,94.36893203883496,1271.5641025641025,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Part leather,Mayen,False,True,True,True,False,False,True,True,False,False,True,False,False,False,True,1,0,0,0,0,38880,1.0,c9af19f8-f8a3-45b0-a1db-7ee04ca0a700
57149,56.0,150.0,204.0,479,,4.5,44.0,10,,5.0,5.0,,,191.2,140.58823529411765,59.87473903966597,1020.5178571428571,Q4 e-tron,,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Full leather,Gersthofen,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,28680,0.0,79e547de-8bbc-48c9-a150-060a4fc97c63
0,,150.0,204.0,429,15.7,4.5,17.0,10,,5.0,5.0,24,,253.26666666666668,186.22549019607843,88.55477855477855,,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Grey,Others,Black,Cloth,Straubing,False,,True,True,,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,37990,1.0,fe116ba5-954d-48a1-a9c7-2ef9417683a7
25500,41.0,150.0,204.0,,,4.5,94.0,0,1.0,5.0,5.0,,,205.86666666666667,151.37254901960785,,621.9512195121952,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Michelstadt,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,1,0,0,0,0,30880,0.0,876f4043-3280-4cf1-9772-ecc236065951
63000,53.0,220.0,299.0,470,,4.5,61.0,20,1.0,5.0,5.0,,,131.27272727272728,96.5886287625418,61.4468085106383,1188.6792452830189,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Würzburg,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,1,0,0,0,0,28880,0.0,d09b8409-9248-4776-be08-008b577c126b
5932,12.0,210.0,286.0,475,,4.5,44.0,10,1.0,4.0,5.0,,,256.5238095238095,188.35664335664336,113.41052631578947,494.3333333333333,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Grey,,Black,Full leather,Melle,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,1,0,0,0,0,53870,1.0,dac2a5be-33a8-48a5-b175-480309863615
31294,41.0,125.0,170.0,343,17.1,3.5,2.0,15,1.0,5.0,5.0,12,,223.04,164.0,81.28279883381924,763.2682926829268,Q4 e-tron,35,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Full leather,Münster,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,1,1,0,0,0,27880,0.0,f95c62d4-15d3-41b8-b4c9-86e22c5843d4
39990,29.0,150.0,204.0,463,16.1,4.0,137.0,15,1.0,5.0,5.0,,,200.0,147.05882352941177,64.79481641468682,1378.9655172413793,Q4 e-tron Sportback,,Dealer,Coupe,Grey,Metallic,Grey,Cloth,Eitorf,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,30000,0.0,6b1d4320-1c80-4387-b9db-144269744255
119740,42.0,220.0,299.0,,,4.5,67.0,15,,,,,,120.36363636363636,88.56187290969899,,2850.9523809523807,,50,Dealer,,,,,,Fürth,False,True,,,,False,False,False,True,False,False,False,True,True,False,1,0,0,0,0,26480,0.0,c8f549d7-a7d9-490e-b107-89b810941a0c
32400,39.0,220.0,299.0,483,18.1,4.5,43.0,22,1.0,5.0,5.0,12,,172.22727272727272,126.72240802675586,78.4472049689441,830.7692307692307,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Full leather,Schwabach,False,True,True,False,,False,False,True,True,False,False,False,False,True,False,1,1,0,0,0,37890,0.0,c866fd0a-a563-4278-8be6-61be68b6d4af
31038,37.0,220.0,299.0,412,,4.5,64.0,11,1.0,5.0,5.0,,,172.22727272727272,126.72240802675586,91.96601941747574,838.8648648648649,Q4 e-tron,50,Dealer,SUV/Off-Road/Pick-Up,Blue,Metallic,Black,Full leather,Oberursel,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,1,0,0,0,0,37890,1.0,ea537003-e44f-4fc4-b4bd-6d5b8362dca9
58600,43.0,125.0,170.0,344,,5.0,2.0,15,1.0,5.0,5.0,12,,199.52,146.7058823529412,72.5,1362.7906976744187,Q4 e-tron Sportback,35,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Cloth,Pfaffenhofen,False,True,True,True,,True,False,False,False,False,False,False,False,True,False,1,1,0,0,0,24940,0.0,7afa89e1-47bc-44f3-8f3a-2c8d443de8ec
6380,14.0,210.0,286.0,548,16.6,4.5,147.0,15,1.0,5.0,5.0,,,213.76190476190476,156.95804195804195,81.91605839416059,455.7142857142857,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Ingolstadt,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,1,0,0,0,0,44890,1.0,16176b21-1463-4d18-aa7c-440cef1f1124
28261,50.0,150.0,204.0,479,,4.5,155.0,15,1.0,5.0,5.0,,,213.19333333333333,156.75980392156862,66.76200417536535,565.22,Q4 e-tron Sportback,40,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,München,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,31979,1.0,a2a1c021-fc3d-428a-a252-05bcbb46127a
2505,2.0,210.0,286.0,530,16.8,4.5,44.0,14,1.0,4.0,5.0,,,265.6190476190476,195.03496503496504,105.24528301886792,1252.5,Q4 e-tron,45,Dealer,SUV/Off-Road/Pick-Up,Grey,Metallic,Black,Full leather,Gersthofen,False,,True,True,False,False,False,False,False,False,True,False,False,False,True,1,0,0,0,0,55780,0.0,64b33ac7-e4bf-42a1-815d-1d86e3f9bdbe
21040,9.0,210.0,286.0,501,17.6,4.5,47.0,7,1.0,5.0,5.0,60,,261.6666666666667,192.13286713286712,109.68063872255489,2337.777777777778,Q4 e-tron Sportback,45,Dealer,SUV/Off-Road/Pick-Up,White,Metallic,Black,Part leather,Pfarrkirchen,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,1,1,1,0,0,54950,0.0,a303478b-35d7-4dc6-9139-1f99298676e3
21548,38.0,220.0,299.0,420,,5.0,10.0,10,1.0,5.0,,,,188.5909090909091,138.76254180602007,98.78571428571429,567.0526315789474,Q4 e-tron Sportback,,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Full leather,Weinheim,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,1,0,0,0,0,41490,1.0,da6ab103-a2d6-49f8-a2d1-9a2d4ddc0518
54600,38.0,150.0,204.0,,,4.5,52.0,7,,,,,,219.53333333333333,161.42156862745097,,1436.842105263158,,40,Dealer,,,,,,Heilbronn,False,True,,,,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,32930,1.0,d394b977-fc5f-4458-9d80-3413206434e9
4480,21.0,150.0,204.0,,19.0,5.0,703.0,15,,,,,,283.56666666666666,208.5049019607843,,213.33333333333334,Q4 e-tron Sportback,40,Dealer,,,,,,Hagen,False,True,,,,True,False,True,False,True,False,False,True,False,False,1,0,0,0,0,42535,0.0,8872b6d9-b2fe-4443-9509-5326b1aeadab
62030,38.0,150.0,204.0,466,,4.5,68.0,15,1.0,4.0,5.0,,,206.0,151.47058823529412,66.30901287553648,1632.3684210526317,Q4 e-tron,40,Dealer,SUV/Off-Road/Pick-Up,Black,Metallic,Black,Cloth,Passau,False,True,True,True,,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,30900,1.0,9ae19685-62f9-404a-9e86-6dc4e09c9918
7240,9.0,150.0,204.0,,,3.5,11.0,11,,,,,,267.93333333333334,197.00980392156862,,804.4444444444445,Q4 e-tron,40,Dealer,,,,,,Haßfurt,False,True,,,,False,False,False,False,False,True,False,False,True,False,1,0,0,0,0,40190,1.0,994b861b-0f48-4d21-a0de-8952a9d453ab
